"spp","area_code","abundance","region","altitude","life_form","indumentum","thickness","grad","site","ab.rare","combined","fixed"
"sp039","MR1000",0,"MR",1000,"ter","presente","membranacea",0.7152857143,23,"rare",-7.47476856911015,-7.44608652626492
"sp039","PR1000",0,"PR",1000,"ter","presente","membranacea",0.7152857143,24,"rare",-7.1146010703113,-7.50374307103074
"sp039","GR1200",0,"GR",1200,"ter","presente","membranacea",0.8581428571,25,"rare",-6.87413709715809,-7.3731301094345
"sp039","MR1200",0,"MR",1200,"ter","presente","membranacea",0.8581428571,26,"rare",-8.24467977955234,-7.483796428675
"sp039","PR1200",0,"PR",1200,"ter","presente","membranacea",0.8581428571,27,"rare",-7.54999025432471,-7.42656565886605
"sp039","GR1400",0,"GR",1400,"ter","presente","membranacea",1.001,28,"rare",-7.35634716589433,-7.43986967977307
"sp039","MR1400",0,"MR",1400,"ter","presente","membranacea",1.001,29,"rare",-7.2062351638201,-7.46591650610515
"sp039","PR1400",0,"PR",1400,"ter","presente","membranacea",1.001,30,"rare",-7.35842147105689,-7.34748365209371
"sp040","GR00",0,"GR",0,"ter","presente","coriacea",0.001,1,"rare",-7.34153955809021,-7.41206735503246
"sp040","MR00",0,"MR",0,"ter","presente","coriacea",0.001,2,"rare",-7.01474809028333,-7.38560239017511
"sp040","PR00",43,"PR",0,"ter","presente","coriacea",0.001,3,"rare",3.79686750885376,-7.40122928503019
"sp040","GR010",34,"GR",10,"ter","presente","coriacea",0.0081428571,4,"rare",3.50302120400827,-7.41828814466339
"sp040","MR010",14,"MR",10,"ter","presente","coriacea",0.0081428571,5,"rare",2.68975814788376,-7.38614992463169
"sp040","PR010",19,"PR",10,"ter","presente","coriacea",0.0081428571,6,"rare",2.95433666084575,-7.39042638311306
"sp040","GR50",0,"GR",50,"ter","presente","coriacea",0.0367142857,7,"rare",-7.88860487997221,-7.47460524909194
"sp040","MR50",3,"MR",50,"ter","presente","coriacea",0.0367142857,8,"rare",0.967663575636569,-7.39234667914161
"sp040","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,9,"rare",-7.38834206913783,-7.44645887780632
"sp040","GR200",0,"GR",200,"ter","presente","coriacea",0.1438571429,10,"rare",-6.90513497807047,-7.41224572604104
"sp040","MR200",0,"MR",200,"ter","presente","coriacea",0.1438571429,11,"rare",-7.47956042892341,-7.37581120822
"sp040","PR200",0,"PR",200,"ter","presente","coriacea",0.1438571429,12,"rare",-7.11577648203173,-7.40671036282176
"sp040","GR400",0,"GR",400,"ter","presente","coriacea",0.2867142857,13,"rare",-7.32512249503561,-7.44601475330512
"sp040","MR400",0,"MR",400,"ter","presente","coriacea",0.2867142857,14,"rare",-7.44850904397352,-7.4747914871121
"sp040","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,15,"rare",-6.92513750642003,-7.42052035661417
"sp040","GR600",0,"GR",600,"ter","presente","coriacea",0.4295714286,16,"rare",-7.6694490161824,-7.46090523748084
"sp040","MR600",0,"MR",600,"ter","presente","coriacea",0.4295714286,17,"rare",-7.60291630346143,-7.41980567076792
"sp040","PR600",0,"PR",600,"ter","presente","coriacea",0.4295714286,18,"rare",-7.29093486699219,-7.40387660402865
"sp040","GR800",0,"GR",800,"ter","presente","coriacea",0.5724285714,19,"rare",-7.61570354280249,-7.41455253270304
"sp040","MR800",0,"MR",800,"ter","presente","coriacea",0.5724285714,20,"rare",-7.23667074875311,-7.45981839228342
"sp040","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,21,"rare",-7.60436655914579,-7.34947257393224
"sp040","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,22,"rare",-7.46076797613491,-7.35494549660563
"sp040","MR1000",0,"MR",1000,"ter","presente","coriacea",0.7152857143,23,"rare",-7.70769869244004,-7.46896371117678
"sp040","PR1000",0,"PR",1000,"ter","presente","coriacea",0.7152857143,24,"rare",-7.74362377345141,-7.51013399308249
"sp040","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,25,"rare",-7.48397413542502,-7.43230190069502
"sp040","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,26,"rare",-7.26856155807021,-7.45545060389981
"sp040","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,27,"rare",-7.5069987613289,-7.48490720336609
"sp040","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,28,"rare",-7.10987769920553,-7.48219253940792
"sp040","MR1400",0,"MR",1400,"ter","presente","coriacea",1.001,29,"rare",-7.63939146276101,-7.40639171046588
"sp040","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,30,"rare",-7.1715830075392,-7.36515338228941
"sp041","GR00",0,"GR",0,"ter","ausente","coriacea",0.001,1,"rare",-7.69437146046271,-7.47548029247575
"sp041","MR00",0,"MR",0,"ter","ausente","coriacea",0.001,2,"rare",-7.58272793577722,-7.40206039824468
"sp041","PR00",0,"PR",0,"ter","ausente","coriacea",0.001,3,"rare",-7.29393933340159,-7.40938927389148
"sp041","GR010",0,"GR",10,"ter","ausente","coriacea",0.0081428571,4,"rare",-7.5287352574108,-7.3972275208176
"sp041","MR010",0,"MR",10,"ter","ausente","coriacea",0.0081428571,5,"rare",-7.68371432940475,-7.4239090085594
"sp041","PR010",0,"PR",10,"ter","ausente","coriacea",0.0081428571,6,"rare",-7.39250542112695,-7.40842640773996
"sp041","GR50",0,"GR",50,"ter","ausente","coriacea",0.0367142857,7,"rare",-7.462936996484,-7.4348960686438
"sp041","MR50",0,"MR",50,"ter","ausente","coriacea",0.0367142857,8,"rare",-7.2611932154573,-7.46550333601794
"sp041","PR50",0,"PR",50,"ter","ausente","coriacea",0.0367142857,9,"rare",-6.99004170345639,-7.42425245459177
"sp041","GR200",0,"GR",200,"ter","ausente","coriacea",0.1438571429,10,"rare",-7.45479781679076,-7.44513790184799
"sp041","MR200",0,"MR",200,"ter","ausente","coriacea",0.1438571429,11,"rare",-7.36176402242865,-7.48971197561701
"sp041","PR200",14,"PR",200,"ter","ausente","coriacea",0.1438571429,12,"rare",2.70029527580767,-7.41740320512134
"sp041","GR400",0,"GR",400,"ter","ausente","coriacea",0.2867142857,13,"rare",-7.57846139866067,-7.36074007637196
"sp041","MR400",0,"MR",400,"ter","ausente","coriacea",0.2867142857,14,"rare",-7.07230017933033,-7.44773791994745
"sp041","PR400",15,"PR",400,"ter","ausente","coriacea",0.2867142857,15,"rare",2.74923573959197,-7.4278591655803
"sp041","GR600",0,"GR",600,"ter","ausente","coriacea",0.4295714286,16,"rare",-7.88182422005836,-7.43686874034443
"sp041","MR600",5,"MR",600,"ter","ausente","coriacea",0.4295714286,17,"rare",1.57090467799993,-7.4151462159716
"sp041","PR600",7,"PR",600,"ter","ausente","coriacea",0.4295714286,18,"rare",1.91781601561845,-7.38465865990242
"sp041","GR800",0,"GR",800,"ter","ausente","coriacea",0.5724285714,19,"rare",-7.28782760698715,-7.39138152710144
"sp041","MR800",0,"MR",800,"ter","ausente","coriacea",0.5724285714,20,"rare",-6.86551058881673,-7.42398305085738
"sp041","PR800",1,"PR",800,"ter","ausente","coriacea",0.5724285714,21,"rare",-0.128413568927482,-7.38460271404817
"sp041","GR1000",0,"GR",1000,"ter","ausente","coriacea",0.7152857143,22,"rare",-7.29827643647503,-7.48265866370615
"sp041","MR1000",0,"MR",1000,"ter","ausente","coriacea",0.7152857143,23,"rare",-7.41715486829241,-7.42156636663687
"sp041","PR1000",0,"PR",1000,"ter","ausente","coriacea",0.7152857143,24,"rare",-7.70505261984858,-7.39269693445845
"sp041","GR1200",0,"GR",1200,"ter","ausente","coriacea",0.8581428571,25,"rare",-7.63259522529438,-7.40628411027023
"sp041","MR1200",0,"MR",1200,"ter","ausente","coriacea",0.8581428571,26,"rare",-7.39766374508797,-7.45399558961421
"sp041","PR1200",0,"PR",1200,"ter","ausente","coriacea",0.8581428571,27,"rare",-7.48126475626525,-7.35280676266737
"sp041","GR1400",0,"GR",1400,"ter","ausente","coriacea",1.001,28,"rare",-7.6693638960417,-7.37415862448823
"sp041","MR1400",0,"MR",1400,"ter","ausente","coriacea",1.001,29,"rare",-7.80390050861739,-7.42464497187043
"sp041","PR1400",0,"PR",1400,"ter","ausente","coriacea",1.001,30,"rare",-7.47292964789754,-7.46927579872756
"sp042","GR00",0,"GR",0,"ter","presente","membranacea",0.001,1,"rare",-7.2193729806764,-7.42999020973941
"sp042","MR00",0,"MR",0,"ter","presente","membranacea",0.001,2,"rare",-7.98719457967796,-7.42395517823279
"sp042","PR00",0,"PR",0,"ter","presente","membranacea",0.001,3,"rare",-7.73680508194402,-7.42965197553456
"sp042","GR010",0,"GR",10,"ter","presente","membranacea",0.0081428571,4,"rare",-7.01735907811769,-7.43056907872798
"sp042","MR010",0,"MR",10,"ter","presente","membranacea",0.0081428571,5,"rare",-7.21093156510289,-7.43600393658771
"sp042","PR010",0,"PR",10,"ter","presente","membranacea",0.0081428571,6,"rare",-7.27307492733863,-7.46700951337155
"sp042","GR50",0,"GR",50,"ter","presente","membranacea",0.0367142857,7,"rare",-7.42262855342478,-7.43660361685694
"sp042","MR50",1,"MR",50,"ter","presente","membranacea",0.0367142857,8,"rare",-0.2289565556513,-7.44058596787281
"sp042","PR50",0,"PR",50,"ter","presente","membranacea",0.0367142857,9,"rare",-7.97037818655866,-7.42616466849919
"sp042","GR200",0,"GR",200,"ter","presente","membranacea",0.1438571429,10,"rare",-7.91119857354787,-7.47019652320891
"sp042","MR200",0,"MR",200,"ter","presente","membranacea",0.1438571429,11,"rare",-7.46154395000604,-7.4059407130191
"sp042","PR200",0,"PR",200,"ter","presente","membranacea",0.1438571429,12,"rare",-7.10411432795889,-7.4153145530616
"sp042","GR400",0,"GR",400,"ter","presente","membranacea",0.2867142857,13,"rare",-7.1889075653132,-7.41373461920806
"sp042","MR400",0,"MR",400,"ter","presente","membranacea",0.2867142857,14,"rare",-7.70145021081705,-7.46180005822479
"sp042","PR400",5,"PR",400,"ter","presente","membranacea",0.2867142857,15,"rare",1.60437852239854,-7.40639530962159
"sp042","GR600",0,"GR",600,"ter","presente","membranacea",0.4295714286,16,"rare",-7.52402335011134,-7.42069038869819
"sp042","MR600",0,"MR",600,"ter","presente","membranacea",0.4295714286,17,"rare",-6.72757699195608,-7.45957209183128
"sp042","PR600",4,"PR",600,"ter","presente","membranacea",0.4295714286,18,"rare",1.29890509856968,-7.44113908370521
"sp042","GR800",0,"GR",800,"ter","presente","membranacea",0.5724285714,19,"rare",-7.20912103890581,-7.39071801692757
"sp042","MR800",0,"MR",800,"ter","presente","membranacea",0.5724285714,20,"rare",-7.71493562782844,-7.47356460364837
"sp042","PR800",0,"PR",800,"ter","presente","membranacea",0.5724285714,21,"rare",-7.6896020718497,-7.47175209130296
"sp042","GR1000",0,"GR",1000,"ter","presente","membranacea",0.7152857143,22,"rare",-7.41034489847174,-7.38068302277084
"sp042","MR1000",0,"MR",1000,"ter","presente","membranacea",0.7152857143,23,"rare",-7.3263142558858,-7.40401302837251
"sp042","PR1000",0,"PR",1000,"ter","presente","membranacea",0.7152857143,24,"rare",-6.97134947423628,-7.3831437035817
"sp042","GR1200",0,"GR",1200,"ter","presente","membranacea",0.8581428571,25,"rare",-7.45509871987347,-7.48427341426925
"sp042","MR1200",0,"MR",1200,"ter","presente","membranacea",0.8581428571,26,"rare",-7.53597221288113,-7.33081075474404
"sp042","PR1200",0,"PR",1200,"ter","presente","membranacea",0.8581428571,27,"rare",-7.67189771578965,-7.43945586627634
"sp042","GR1400",0,"GR",1400,"ter","presente","membranacea",1.001,28,"rare",-7.48343853492245,-7.37387739468664
"sp042","MR1400",0,"MR",1400,"ter","presente","membranacea",1.001,29,"rare",-7.22436407810824,-7.38617909275535
"sp042","PR1400",0,"PR",1400,"ter","presente","membranacea",1.001,30,"rare",-7.70058071401408,-7.37021444279534
"sp043","GR00",0,"GR",0,"ter","presente","coriacea",0.001,1,"rare",-7.99146961464428,-7.48507129569137
"sp043","MR00",0,"MR",0,"ter","presente","coriacea",0.001,2,"rare",-7.27063612178021,-7.47857708809486
"sp043","PR00",0,"PR",0,"ter","presente","coriacea",0.001,3,"rare",-7.64782621048786,-7.39960519965257
"sp043","GR010",0,"GR",10,"ter","presente","coriacea",0.0081428571,4,"rare",-7.82147869617577,-7.39418583293143
"sp043","MR010",0,"MR",10,"ter","presente","coriacea",0.0081428571,5,"rare",-7.62855672069241,-7.48449909070312
"sp043","PR010",0,"PR",10,"ter","presente","coriacea",0.0081428571,6,"rare",-6.99001554714027,-7.45576210002594
"sp043","GR50",14,"GR",50,"ter","presente","coriacea",0.0367142857,7,"rare",2.65225952486494,-7.46223041772171
"sp043","MR50",8,"MR",50,"ter","presente","coriacea",0.0367142857,8,"rare",2.06599605857248,-7.43906661475572
"sp043","PR50",0,"PR",50,"ter","presente","coriacea",0.0367142857,9,"rare",-7.47958600073039,-7.43242933001586
"sp043","GR200",1,"GR",200,"ter","presente","coriacea",0.1438571429,10,"rare",-0.091163675868076,-7.44151473794966
"sp043","MR200",0,"MR",200,"ter","presente","coriacea",0.1438571429,11,"rare",-7.8359252897944,-7.39019778751338
"sp043","PR200",4,"PR",200,"ter","presente","coriacea",0.1438571429,12,"rare",1.34526566260939,-7.4666578531516
"sp043","GR400",0,"GR",400,"ter","presente","coriacea",0.2867142857,13,"rare",-7.91792262730645,-7.37952938420066
"sp043","MR400",0,"MR",400,"ter","presente","coriacea",0.2867142857,14,"rare",-7.02638172650501,-7.42537971167498
"sp043","PR400",0,"PR",400,"ter","presente","coriacea",0.2867142857,15,"rare",-7.32325049265487,-7.46731331986901
"sp043","GR600",0,"GR",600,"ter","presente","coriacea",0.4295714286,16,"rare",-7.68828500944229,-7.37515838673563
"sp043","MR600",0,"MR",600,"ter","presente","coriacea",0.4295714286,17,"rare",-7.41480996435018,-7.40002551565637
"sp043","PR600",0,"PR",600,"ter","presente","coriacea",0.4295714286,18,"rare",-7.70234694182,-7.43815374624824
"sp043","GR800",0,"GR",800,"ter","presente","coriacea",0.5724285714,19,"rare",-7.43218711931234,-7.43480120976101
"sp043","MR800",0,"MR",800,"ter","presente","coriacea",0.5724285714,20,"rare",-7.62805653199314,-7.41006452495337
"sp043","PR800",0,"PR",800,"ter","presente","coriacea",0.5724285714,21,"rare",-7.33340159063015,-7.43351674818621
"sp043","GR1000",0,"GR",1000,"ter","presente","coriacea",0.7152857143,22,"rare",-7.62865456431808,-7.41823805890486
"sp043","MR1000",0,"MR",1000,"ter","presente","coriacea",0.7152857143,23,"rare",-7.76277160871939,-7.40422541768399
"sp043","PR1000",0,"PR",1000,"ter","presente","coriacea",0.7152857143,24,"rare",-7.01412680950972,-7.44452005315768
"sp043","GR1200",0,"GR",1200,"ter","presente","coriacea",0.8581428571,25,"rare",-7.38351266794115,-7.42715187109577
"sp043","MR1200",0,"MR",1200,"ter","presente","coriacea",0.8581428571,26,"rare",-7.65791229989331,-7.42265603689757
"sp043","PR1200",0,"PR",1200,"ter","presente","coriacea",0.8581428571,27,"rare",-8.00946142539735,-7.44427435967492
"sp043","GR1400",0,"GR",1400,"ter","presente","coriacea",1.001,28,"rare",-7.58483572916764,-7.38966571926284
"sp043","MR1400",0,"MR",1400,"ter","presente","coriacea",1.001,29,"rare",-7.3317010734529,-7.40393336579159
"sp043","PR1400",0,"PR",1400,"ter","presente","coriacea",1.001,30,"rare",-7.05393513545048,-7.45574456948251
"sp045","GR00",0,"GR",0,"ter","ausente","coriacea",0.001,1,"rare",-7.99325395642087,-7.44379376334612
"sp045","MR00",0,"MR",0,"ter","ausente","coriacea",0.001,2,"rare",-8.04644101662048,-7.37593459135407
"sp045","PR00",0,"PR",0,"ter","ausente","coriacea",0.001,3,"rare",-7.76568098268066,-7.43966216743528
"sp045","GR010",0,"GR",10,"ter","ausente","coriacea",0.0081428571,4,"rare",-7.23267245239692,-7.46392920239988
"sp045","MR010",0,"MR",10,"ter","ausente","coriacea",0.0081428571,5,"rare",-7.48963062125449,-7.35768992182116
"sp045","PR010",0,"PR",10,"ter","ausente","coriacea",0.0081428571,6,"rare",-7.79872672417829,-7.43954145622566
"sp045","GR50",0,"GR",50,"ter","ausente","coriacea",0.0367142857,7,"rare",-7.63928386056068,-7.43598381374899
"sp045","MR50",3,"MR",50,"ter","ausente","coriacea",0.0367142857,8,"rare",1.04578085861226,-7.41398670002669
"sp045","PR50",0,"PR",50,"ter","ausente","coriacea",0.0367142857,9,"rare",-7.31277409839393,-7.43538182516321
"sp045","GR200",18,"GR",200,"ter","ausente","coriacea",0.1438571429,10,"rare",2.82254361796035,-7.36395321494098
"sp045","MR200",0,"MR",200,"ter","ausente","coriacea",0.1438571429,11,"rare",-7.40791012397808,-7.34456636119678
"sp045","PR200",0,"PR",200,"ter","ausente","coriacea",0.1438571429,12,"rare",-7.12363291783987,-7.42346133679265
"sp045","GR400",10,"GR",400,"ter","ausente","coriacea",0.2867142857,13,"rare",2.33318133743306,-7.38171575384638
"sp045","MR400",0,"MR",400,"ter","ausente","coriacea",0.2867142857,14,"rare",-7.40680803443083,-7.42245740010902
"sp045","PR400",22,"PR",400,"ter","ausente","coriacea",0.2867142857,15,"rare",3.19324137605418,-7.48069904974259
"sp045","GR600",6,"GR",600,"ter","ausente","coriacea",0.4295714286,16,"rare",1.70443485863864,-7.48875390734689
"sp045","MR600",15,"MR",600,"ter","ausente","coriacea",0.4295714286,17,"rare",2.74449053081635,-7.45563190861489
"sp045","PR600",2,"PR",600,"ter","ausente","coriacea",0.4295714286,18,"rare",0.627504972560554,-7.38156464264573
"sp045","GR800",6,"GR",800,"ter","ausente","coriacea",0.5724285714,19,"rare",1.84277046451963,-7.49155943072915
"sp045","MR800",3,"MR",800,"ter","ausente","coriacea",0.5724285714,20,"rare",1.10212761529673,-7.43674480696709
"sp045","PR800",0,"PR",800,"ter","ausente","coriacea",0.5724285714,21,"rare",-7.22459092014822,-7.52270287924621
"sp045","GR1000",0,"GR",1000,"ter","ausente","coriacea",0.7152857143,22,"rare",-7.27718172225029,-7.43050514271418
"sp045","MR1000",0,"MR",1000,"ter","ausente","coriacea",0.7152857143,23,"rare",-7.42165991144065,-7.44925932394812
"sp045","PR1000",0,"PR",1000,"ter","ausente","coriacea",0.7152857143,24,"rare",-7.19996403043056,-7.32920672006148
"sp045","GR1200",0,"GR",1200,"ter","ausente","coriacea",0.8581428571,25,"rare",-7.18735415563004,-7.47804959707917
"sp045","MR1200",0,"MR",1200,"ter","ausente","coriacea",0.8581428571,26,"rare",-7.46402867061006,-7.48140104688327
"sp045","PR1200",0,"PR",1200,"ter","ausente","coriacea",0.8581428571,27,"rare",-7.59430817876823,-7.38453851067828
"sp045","GR1400",0,"GR",1400,"ter","ausente","coriacea",1.001,28,"rare",-7.40389521135097,-7.41862992787837
"sp045","MR1400",0,"MR",1400,"ter","ausente","coriacea",1.001,29,"rare",-7.09274039049429,-7.39118750047805
"sp045","PR1400",0,"PR",1400,"ter","ausente","coriacea",1.001,30,"rare",-7.45398058459699,-7.38879340640951
"sp046","GR00",0,"GR",0,"ter","ausente","membranacea",0.001,1,"rare",-8.48320297433474,-7.43357044078244
"sp046","MR00",0,"MR",0,"ter","ausente","membranacea",0.001,2,"rare",-8.04943964545184,-7.47340398457888
"sp046","PR00",0,"PR",0,"ter","ausente","membranacea",0.001,3,"rare",-7.51573124937176,-7.42811888677825
"sp046","GR010",0,"GR",10,"ter","ausente","membranacea",0.0081428571,4,"rare",-7.50749932186374,-7.43959182747574
"sp046","MR010",0,"MR",10,"ter","ausente","membranacea",0.0081428571,5,"rare",-7.34688825199124,-7.4426039972007
"sp046","PR010",0,"PR",10,"ter","ausente","membranacea",0.0081428571,6,"rare",-8.07551700077288,-7.4523899303983
"sp046","GR50",0,"GR",50,"ter","ausente","membranacea",0.0367142857,7,"rare",-7.44699628880463,-7.39266351178074
"sp046","MR50",0,"MR",50,"ter","ausente","membranacea",0.0367142857,8,"rare",-7.88219672814669,-7.41715429725818
"sp046","PR50",0,"PR",50,"ter","ausente","membranacea",0.0367142857,9,"rare",-7.42504992494153,-7.45930286384904
"sp046","GR200",0,"GR",200,"ter","ausente","membranacea",0.1438571429,10,"rare",-7.89292749307618,-7.43198197319537
"sp046","MR200",0,"MR",200,"ter","ausente","membranacea",0.1438571429,11,"rare",-7.35187093482679,-7.43750544489446
"sp046","PR200",0,"PR",200,"ter","ausente","membranacea",0.1438571429,12,"rare",-7.49080634214133,-7.35279816548908
"sp046","GR400",0,"GR",400,"ter","ausente","membranacea",0.2867142857,13,"rare",-7.48504729693942,-7.40658936730606
"sp046","MR400",0,"MR",400,"ter","ausente","membranacea",0.2867142857,14,"rare",-7.86429724514064,-7.40435250032768
"sp046","PR400",7,"PR",400,"ter","ausente","membranacea",0.2867142857,15,"rare",1.91133295379554,-7.42539272778699
"sp046","GR600",1,"GR",600,"ter","ausente","membranacea",0.4295714286,16,"rare",-0.0706777406482553,-7.48504276443797
"sp046","MR600",5,"MR",600,"ter","ausente","membranacea",0.4295714286,17,"rare",1.65304658224463,-7.42744051288735
"sp046","PR600",2,"PR",600,"ter","ausente","membranacea",0.4295714286,18,"rare",0.592389369329628,-7.3636058001043
"sp046","GR800",2,"GR",800,"ter","ausente","membranacea",0.5724285714,19,"rare",0.594444156577868,-7.39102818729238
"sp046","MR800",0,"MR",800,"ter","ausente","membranacea",0.5724285714,20,"rare",-8.07939092309184,-7.44266530512635
"sp046","PR800",0,"PR",800,"ter","ausente","membranacea",0.5724285714,21,"rare",-7.36015803932223,-7.47473908954713
"sp046","GR1000",0,"GR",1000,"ter","ausente","membranacea",0.7152857143,22,"rare",-7.53255926678726,-7.41830985799887
"sp046","MR1000",0,"MR",1000,"ter","ausente","membranacea",0.7152857143,23,"rare",-7.62153422834507,-7.41246469012895
"sp046","PR1000",0,"PR",1000,"ter","ausente","membranacea",0.7152857143,24,"rare",-7.35223274642913,-7.37273823678175
"sp046","GR1200",0,"GR",1200,"ter","ausente","membranacea",0.8581428571,25,"rare",-7.42375331510506,-7.42728253984219
"sp046","MR1200",0,"MR",1200,"ter","ausente","membranacea",0.8581428571,26,"rare",-7.06904078109387,-7.43578277167912
"sp046","PR1200",0,"PR",1200,"ter","ausente","membranacea",0.8581428571,27,"rare",-7.14541930787677,-7.42736930717685
"sp046","GR1400",0,"GR",1400,"ter","ausente","membranacea",1.001,28,"rare",-7.15769473036947,-7.47969806039365
"sp046","MR1400",0,"MR",1400,"ter","ausente","membranacea",1.001,29,"rare",-8.06687037097561,-7.37845512891927
"sp046","PR1400",0,"PR",1400,"ter","ausente","membranacea",1.001,30,"rare",-7.50847386192809,-7.41657591452342
"sp047","GR00",0,"GR",0,"ter","presente","membranacea",0.001,1,"rare",-7.38573660358471,-7.40750412320076
"sp047","MR00",0,"MR",0,"ter","presente","membranacea",0.001,2,"rare",-6.95655202110358,-7.42852363082835
"sp047","PR00",0,"PR",0,"ter","presente","membranacea",0.001,3,"rare",-7.34487698547558,-7.44444453126097
"sp047","GR010",0,"GR",10,"ter","presente","membranacea",0.0081428571,4,"rare",-7.77612876699337,-7.38109900344246
"sp047","MR010",0,"MR",10,"ter","presente","membranacea",0.0081428571,5,"rare",-7.53301487776072,-7.39008541347622
"sp047","PR010",0,"PR",10,"ter","presente","membranacea",0.0081428571,6,"rare",-7.27202177679898,-7.46239773119592
"sp047","GR50",0,"GR",50,"ter","presente","membranacea",0.0367142857,7,"rare",-7.72538939340574,-7.49258124058114
"sp047","MR50",2,"MR",50,"ter","presente","membranacea",0.0367142857,8,"rare",0.588934049497726,-7.35572393749763
"sp047","PR50",0,"PR",50,"ter","presente","membranacea",0.0367142857,9,"rare",-7.66380698121878,-7.43590311181328
"sp047","GR200",1,"GR",200,"ter","presente","membranacea",0.1438571429,10,"rare",-0.115279823704831,-7.48243345939119
"sp047","MR200",0,"MR",200,"ter","presente","membranacea",0.1438571429,11,"rare",-7.9041800106209,-7.42704929650371
"sp047","PR200",0,"PR",200,"ter","presente","membranacea",0.1438571429,12,"rare",-8.15590390622531,-7.42889321663708
"sp047","GR400",0,"GR",400,"ter","presente","membranacea",0.2867142857,13,"rare",-7.33424821258544,-7.41532936137158
"sp047","MR400",0,"MR",400,"ter","presente","membranacea",0.2867142857,14,"rare",-8.07627519227491,-7.46281479462581
"sp047","PR400",0,"PR",400,"ter","presente","membranacea",0.2867142857,15,"rare",-7.19060480916143,-7.48071990467054
"sp047","GR600",2,"GR",600,"ter","presente","membranacea",0.4295714286,16,"rare",0.592210331539372,-7.47091809607364
"sp047","MR600",0,"MR",600,"ter","presente","membranacea",0.4295714286,17,"rare",-7.11280996035695,-7.39702233996126
"sp047","PR600",0,"PR",600,"ter","presente","membranacea",0.4295714286,18,"rare",-7.23061213132305,-7.45493564545558
"sp047","GR800",26,"GR",800,"ter","presente","membranacea",0.5724285714,19,"rare",3.27053256318122,-7.43286441089124
"sp047","MR800",2,"MR",800,"ter","presente","membranacea",0.5724285714,20,"rare",0.65938909735288,-7.45416200533107
"sp047","PR800",0,"PR",800,"ter","presente","membranacea",0.5724285714,21,"rare",-7.58363606342452,-7.37844816560757
"sp047","GR1000",0,"GR",1000,"ter","presente","membranacea",0.7152857143,22,"rare",-6.83898576883037,-7.41512312650582
"sp047","MR1000",12,"MR",1000,"ter","presente","membranacea",0.7152857143,23,"rare",2.46668820178876,-7.45063608809552
"sp047","PR1000",0,"PR",1000,"ter","presente","membranacea",0.7152857143,24,"rare",-6.98053073423682,-7.44513041357377
"sp047","GR1200",0,"GR",1200,"ter","presente","membranacea",0.8581428571,25,"rare",-7.857954419401,-7.45466074126795
"sp047","MR1200",0,"MR",1200,"ter","presente","membranacea",0.8581428571,26,"rare",-7.04501609659254,-7.4187722612511
"sp047","PR1200",0,"PR",1200,"ter","presente","membranacea",0.8581428571,27,"rare",-7.47709195237271,-7.4099695754817
"sp047","GR1400",0,"GR",1400,"ter","presente","membranacea",1.001,28,"rare",-7.86037774608878,-7.36310111308275
"sp047","MR1400",0,"MR",1400,"ter","presente","membranacea",1.001,29,"rare",-7.08686512936141,-7.4029491095602
"sp047","PR1400",0,"PR",1400,"ter","presente","membranacea",1.001,30,"rare",-7.64755330495095,-7.40413054508017
"sp048","GR00",0,"GR",0,"ter","presente","membranacea",0.001,1,"rare",-7.16723061544538,-7.4414068957772
"sp048","MR00",0,"MR",0,"ter","presente","membranacea",0.001,2,"rare",-6.90390485740505,-7.39973867685159
"sp048","PR00",0,"PR",0,"ter","presente","membranacea",0.001,3,"rare",-7.27064849889243,-7.39777017651873
"sp048","GR010",0,"GR",10,"ter","presente","membranacea",0.0081428571,4,"rare",-7.4770979780407,-7.44052577250946
"sp048","MR010",0,"MR",10,"ter","presente","membranacea",0.0081428571,5,"rare",-7.59063565950255,-7.45559782453346
"sp048","PR010",0,"PR",10,"ter","presente","membranacea",0.0081428571,6,"rare",-7.62672575891422,-7.45203526232306
"sp048","GR50",0,"GR",50,"ter","presente","membranacea",0.0367142857,7,"rare",-7.84637669221594,-7.34556996855386
"sp048","MR50",0,"MR",50,"ter","presente","membranacea",0.0367142857,8,"rare",-7.15831391018061,-7.44093534153625
"sp048","PR50",7,"PR",50,"ter","presente","membranacea",0.0367142857,9,"rare",1.8893907713115,-7.44044611351752
"sp048","GR200",1,"GR",200,"ter","presente","membranacea",0.1438571429,10,"rare",-0.110378900304906,-7.36130488340841
"sp048","MR200",0,"MR",200,"ter","presente","membranacea",0.1438571429,11,"rare",-7.6351663317756,-7.38677131116037
"sp048","PR200",0,"PR",200,"ter","presente","membranacea",0.1438571429,12,"rare",-7.19739684894812,-7.45336114163573
"sp048","GR400",0,"GR",400,"ter","presente","membranacea",0.2867142857,13,"rare",-8.584925296052,-7.45218511661212
