area_code,species,abundance,mountain,altitude,life_form,indumentum,thickness,alt_std
MR1200,sp080,0,MR,1200,ep,presente,membranacea,0.8581428571
PR1200,sp080,280,PR,1200,ep,presente,membranacea,0.8581428571
GR1400,sp080,140,GR,1400,ep,presente,membranacea,1.001
MR1400,sp080,0,MR,1400,ep,presente,membranacea,1.001
PR1400,sp080,183,PR,1400,ep,presente,membranacea,1.001
GR00,sp081,0,GR,0,ep,presente,membranacea,0.001
MR00,sp081,0,MR,0,ep,presente,membranacea,0.001
PR00,sp081,0,PR,0,ep,presente,membranacea,0.001
GR010,sp081,0,GR,10,ep,presente,membranacea,0.0081428571
MR010,sp081,0,MR,10,ep,presente,membranacea,0.0081428571
PR010,sp081,0,PR,10,ep,presente,membranacea,0.0081428571
GR50,sp081,0,GR,50,ep,presente,membranacea,0.0367142857
MR50,sp081,0,MR,50,ep,presente,membranacea,0.0367142857
PR50,sp081,0,PR,50,ep,presente,membranacea,0.0367142857
GR200,sp081,0,GR,200,ep,presente,membranacea,0.1438571429
MR200,sp081,0,MR,200,ep,presente,membranacea,0.1438571429
PR200,sp081,0,PR,200,ep,presente,membranacea,0.1438571429
GR400,sp081,0,GR,400,ep,presente,membranacea,0.2867142857
MR400,sp081,0,MR,400,ep,presente,membranacea,0.2867142857
PR400,sp081,0,PR,400,ep,presente,membranacea,0.2867142857
GR600,sp081,0,GR,600,ep,presente,membranacea,0.4295714286
MR600,sp081,0,MR,600,ep,presente,membranacea,0.4295714286
PR600,sp081,0,PR,600,ep,presente,membranacea,0.4295714286
GR800,sp081,0,GR,800,ep,presente,membranacea,0.5724285714
MR800,sp081,0,MR,800,ep,presente,membranacea,0.5724285714
PR800,sp081,0,PR,800,ep,presente,membranacea,0.5724285714
GR1000,sp081,0,GR,1000,ep,presente,membranacea,0.7152857143
MR1000,sp081,0,MR,1000,ep,presente,membranacea,0.7152857143
PR1000,sp081,0,PR,1000,ep,presente,membranacea,0.7152857143
GR1200,sp081,0,GR,1200,ep,presente,membranacea,0.8581428571
MR1200,sp081,0,MR,1200,ep,presente,membranacea,0.8581428571
PR1200,sp081,0,PR,1200,ep,presente,membranacea,0.8581428571
GR1400,sp081,0,GR,1400,ep,presente,membranacea,1.001
MR1400,sp081,7,MR,1400,ep,presente,membranacea,1.001
PR1400,sp081,0,PR,1400,ep,presente,membranacea,1.001
GR00,sp082,0,GR,0,ep,ausente,membranacea,0.001
MR00,sp082,0,MR,0,ep,ausente,membranacea,0.001
PR00,sp082,0,PR,0,ep,ausente,membranacea,0.001
GR010,sp082,0,GR,10,ep,ausente,membranacea,0.0081428571
MR010,sp082,48,MR,10,ep,ausente,membranacea,0.0081428571
PR010,sp082,3,PR,10,ep,ausente,membranacea,0.0081428571
GR50,sp082,2,GR,50,ep,ausente,membranacea,0.0367142857
MR50,sp082,0,MR,50,ep,ausente,membranacea,0.0367142857
PR50,sp082,1,PR,50,ep,ausente,membranacea,0.0367142857
GR200,sp082,0,GR,200,ep,ausente,membranacea,0.1438571429
MR200,sp082,0,MR,200,ep,ausente,membranacea,0.1438571429
PR200,sp082,0,PR,200,ep,ausente,membranacea,0.1438571429
GR400,sp082,4,GR,400,ep,ausente,membranacea,0.2867142857
MR400,sp082,0,MR,400,ep,ausente,membranacea,0.2867142857
PR400,sp082,0,PR,400,ep,ausente,membranacea,0.2867142857
GR600,sp082,0,GR,600,ep,ausente,membranacea,0.4295714286
MR600,sp082,0,MR,600,ep,ausente,membranacea,0.4295714286
PR600,sp082,0,PR,600,ep,ausente,membranacea,0.4295714286
GR800,sp082,10,GR,800,ep,ausente,membranacea,0.5724285714
MR800,sp082,0,MR,800,ep,ausente,membranacea,0.5724285714
PR800,sp082,4,PR,800,ep,ausente,membranacea,0.5724285714
GR1000,sp082,54,GR,1000,ep,ausente,membranacea,0.7152857143
MR1000,sp082,35,MR,1000,ep,ausente,membranacea,0.7152857143
PR1000,sp082,0,PR,1000,ep,ausente,membranacea,0.7152857143
GR1200,sp082,67,GR,1200,ep,ausente,membranacea,0.8581428571
MR1200,sp082,26,MR,1200,ep,ausente,membranacea,0.8581428571
PR1200,sp082,297,PR,1200,ep,ausente,membranacea,0.8581428571
GR1400,sp082,194,GR,1400,ep,ausente,membranacea,1.001
MR1400,sp082,34,MR,1400,ep,ausente,membranacea,1.001
PR1400,sp082,172,PR,1400,ep,ausente,membranacea,1.001
GR00,sp083,0,GR,0,ep,presente,membranacea,0.001
MR00,sp083,0,MR,0,ep,presente,membranacea,0.001
PR00,sp083,0,PR,0,ep,presente,membranacea,0.001
GR010,sp083,0,GR,10,ep,presente,membranacea,0.0081428571
MR010,sp083,0,MR,10,ep,presente,membranacea,0.0081428571
PR010,sp083,0,PR,10,ep,presente,membranacea,0.0081428571
GR50,sp083,0,GR,50,ep,presente,membranacea,0.0367142857
MR50,sp083,0,MR,50,ep,presente,membranacea,0.0367142857
PR50,sp083,0,PR,50,ep,presente,membranacea,0.0367142857
GR200,sp083,0,GR,200,ep,presente,membranacea,0.1438571429
MR200,sp083,0,MR,200,ep,presente,membranacea,0.1438571429
PR200,sp083,0,PR,200,ep,presente,membranacea,0.1438571429
GR400,sp083,0,GR,400,ep,presente,membranacea,0.2867142857
MR400,sp083,0,MR,400,ep,presente,membranacea,0.2867142857
PR400,sp083,0,PR,400,ep,presente,membranacea,0.2867142857
GR600,sp083,0,GR,600,ep,presente,membranacea,0.4295714286
MR600,sp083,0,MR,600,ep,presente,membranacea,0.4295714286
PR600,sp083,0,PR,600,ep,presente,membranacea,0.4295714286
GR800,sp083,0,GR,800,ep,presente,membranacea,0.5724285714
MR800,sp083,0,MR,800,ep,presente,membranacea,0.5724285714
PR800,sp083,0,PR,800,ep,presente,membranacea,0.5724285714
GR1000,sp083,0,GR,1000,ep,presente,membranacea,0.7152857143
MR1000,sp083,0,MR,1000,ep,presente,membranacea,0.7152857143
PR1000,sp083,0,PR,1000,ep,presente,membranacea,0.7152857143
GR1200,sp083,0,GR,1200,ep,presente,membranacea,0.8581428571
MR1200,sp083,8,MR,1200,ep,presente,membranacea,0.8581428571
PR1200,sp083,0,PR,1200,ep,presente,membranacea,0.8581428571
GR1400,sp083,0,GR,1400,ep,presente,membranacea,1.001
MR1400,sp083,0,MR,1400,ep,presente,membranacea,1.001
PR1400,sp083,0,PR,1400,ep,presente,membranacea,1.001
GR00,sp084,0,GR,0,ep,presente,membranacea,0.001
MR00,sp084,0,MR,0,ep,presente,membranacea,0.001
PR00,sp084,0,PR,0,ep,presente,membranacea,0.001
GR010,sp084,0,GR,10,ep,presente,membranacea,0.0081428571
MR010,sp084,0,MR,10,ep,presente,membranacea,0.0081428571
PR010,sp084,0,PR,10,ep,presente,membranacea,0.0081428571
GR50,sp084,0,GR,50,ep,presente,membranacea,0.0367142857
MR50,sp084,0,MR,50,ep,presente,membranacea,0.0367142857
PR50,sp084,0,PR,50,ep,presente,membranacea,0.0367142857
GR200,sp084,0,GR,200,ep,presente,membranacea,0.1438571429
MR200,sp084,0,MR,200,ep,presente,membranacea,0.1438571429
PR200,sp084,0,PR,200,ep,presente,membranacea,0.1438571429
GR400,sp084,0,GR,400,ep,presente,membranacea,0.2867142857
MR400,sp084,0,MR,400,ep,presente,membranacea,0.2867142857
PR400,sp084,0,PR,400,ep,presente,membranacea,0.2867142857
GR600,sp084,0,GR,600,ep,presente,membranacea,0.4295714286
MR600,sp084,0,MR,600,ep,presente,membranacea,0.4295714286
PR600,sp084,0,PR,600,ep,presente,membranacea,0.4295714286
GR800,sp084,94,GR,800,ep,presente,membranacea,0.5724285714
MR800,sp084,0,MR,800,ep,presente,membranacea,0.5724285714
PR800,sp084,0,PR,800,ep,presente,membranacea,0.5724285714
GR1000,sp084,0,GR,1000,ep,presente,membranacea,0.7152857143
MR1000,sp084,0,MR,1000,ep,presente,membranacea,0.7152857143
PR1000,sp084,18,PR,1000,ep,presente,membranacea,0.7152857143
GR1200,sp084,7,GR,1200,ep,presente,membranacea,0.8581428571
MR1200,sp084,18,MR,1200,ep,presente,membranacea,0.8581428571
PR1200,sp084,65,PR,1200,ep,presente,membranacea,0.8581428571
GR1400,sp084,154,GR,1400,ep,presente,membranacea,1.001
MR1400,sp084,30,MR,1400,ep,presente,membranacea,1.001
PR1400,sp084,92,PR,1400,ep,presente,membranacea,1.001
GR00,sp085,0,GR,0,ter,presente,membranacea,0.001
MR00,sp085,0,MR,0,ter,presente,membranacea,0.001
PR00,sp085,0,PR,0,ter,presente,membranacea,0.001
GR010,sp085,0,GR,10,ter,presente,membranacea,0.0081428571
MR010,sp085,0,MR,10,ter,presente,membranacea,0.0081428571
PR010,sp085,0,PR,10,ter,presente,membranacea,0.0081428571
GR50,sp085,0,GR,50,ter,presente,membranacea,0.0367142857
MR50,sp085,49,MR,50,ter,presente,membranacea,0.0367142857
PR50,sp085,0,PR,50,ter,presente,membranacea,0.0367142857
GR200,sp085,20,GR,200,ter,presente,membranacea,0.1438571429
MR200,sp085,0,MR,200,ter,presente,membranacea,0.1438571429
PR200,sp085,0,PR,200,ter,presente,membranacea,0.1438571429
GR400,sp085,100,GR,400,ter,presente,membranacea,0.2867142857
MR400,sp085,4,MR,400,ter,presente,membranacea,0.2867142857
PR400,sp085,0,PR,400,ter,presente,membranacea,0.2867142857
GR600,sp085,21,GR,600,ter,presente,membranacea,0.4295714286
MR600,sp085,10,MR,600,ter,presente,membranacea,0.4295714286
PR600,sp085,59,PR,600,ter,presente,membranacea,0.4295714286
GR800,sp085,204,GR,800,ter,presente,membranacea,0.5724285714
MR800,sp085,14,MR,800,ter,presente,membranacea,0.5724285714
PR800,sp085,12,PR,800,ter,presente,membranacea,0.5724285714
GR1000,sp085,30,GR,1000,ter,presente,membranacea,0.7152857143
MR1000,sp085,197,MR,1000,ter,presente,membranacea,0.7152857143
PR1000,sp085,144,PR,1000,ter,presente,membranacea,0.7152857143
GR1200,sp085,0,GR,1200,ter,presente,membranacea,0.8581428571
MR1200,sp085,170,MR,1200,ter,presente,membranacea,0.8581428571
PR1200,sp085,0,PR,1200,ter,presente,membranacea,0.8581428571
GR1400,sp085,0,GR,1400,ter,presente,membranacea,1.001
MR1400,sp085,108,MR,1400,ter,presente,membranacea,1.001
PR1400,sp085,16,PR,1400,ter,presente,membranacea,1.001
GR00,sp086,0,GR,0,ep,presente,membranacea,0.001
MR00,sp086,0,MR,0,ep,presente,membranacea,0.001
PR00,sp086,0,PR,0,ep,presente,membranacea,0.001
GR010,sp086,0,GR,10,ep,presente,membranacea,0.0081428571
MR010,sp086,0,MR,10,ep,presente,membranacea,0.0081428571
PR010,sp086,0,PR,10,ep,presente,membranacea,0.0081428571
GR50,sp086,0,GR,50,ep,presente,membranacea,0.0367142857
MR50,sp086,0,MR,50,ep,presente,membranacea,0.0367142857
PR50,sp086,0,PR,50,ep,presente,membranacea,0.0367142857
GR200,sp086,0,GR,200,ep,presente,membranacea,0.1438571429
MR200,sp086,0,MR,200,ep,presente,membranacea,0.1438571429
PR200,sp086,0,PR,200,ep,presente,membranacea,0.1438571429
GR400,sp086,0,GR,400,ep,presente,membranacea,0.2867142857
MR400,sp086,0,MR,400,ep,presente,membranacea,0.2867142857
PR400,sp086,0,PR,400,ep,presente,membranacea,0.2867142857
GR600,sp086,0,GR,600,ep,presente,membranacea,0.4295714286
MR600,sp086,0,MR,600,ep,presente,membranacea,0.4295714286
PR600,sp086,0,PR,600,ep,presente,membranacea,0.4295714286
GR800,sp086,0,GR,800,ep,presente,membranacea,0.5724285714
MR800,sp086,0,MR,800,ep,presente,membranacea,0.5724285714
PR800,sp086,2,PR,800,ep,presente,membranacea,0.5724285714
GR1000,sp086,2,GR,1000,ep,presente,membranacea,0.7152857143
MR1000,sp086,0,MR,1000,ep,presente,membranacea,0.7152857143
PR1000,sp086,3,PR,1000,ep,presente,membranacea,0.7152857143
GR1200,sp086,1,GR,1200,ep,presente,membranacea,0.8581428571
MR1200,sp086,0,MR,1200,ep,presente,membranacea,0.8581428571
PR1200,sp086,1,PR,1200,ep,presente,membranacea,0.8581428571
GR1400,sp086,0,GR,1400,ep,presente,membranacea,1.001
MR1400,sp086,0,MR,1400,ep,presente,membranacea,1.001
PR1400,sp086,0,PR,1400,ep,presente,membranacea,1.001
GR00,sp087,0,GR,0,ep,presente,membranacea,0.001
MR00,sp087,0,MR,0,ep,presente,membranacea,0.001
PR00,sp087,0,PR,0,ep,presente,membranacea,0.001
GR010,sp087,0,GR,10,ep,presente,membranacea,0.0081428571
MR010,sp087,0,MR,10,ep,presente,membranacea,0.0081428571
PR010,sp087,0,PR,10,ep,presente,membranacea,0.0081428571
GR50,sp087,0,GR,50,ep,presente,membranacea,0.0367142857
MR50,sp087,0,MR,50,ep,presente,membranacea,0.0367142857
PR50,sp087,0,PR,50,ep,presente,membranacea,0.0367142857
GR200,sp087,0,GR,200,ep,presente,membranacea,0.1438571429
MR200,sp087,0,MR,200,ep,presente,membranacea,0.1438571429
PR200,sp087,0,PR,200,ep,presente,membranacea,0.1438571429
GR400,sp087,0,GR,400,ep,presente,membranacea,0.2867142857
MR400,sp087,0,MR,400,ep,presente,membranacea,0.2867142857
PR400,sp087,0,PR,400,ep,presente,membranacea,0.2867142857
GR600,sp087,0,GR,600,ep,presente,membranacea,0.4295714286
MR600,sp087,0,MR,600,ep,presente,membranacea,0.4295714286
PR600,sp087,0,PR,600,ep,presente,membranacea,0.4295714286
GR800,sp087,0,GR,800,ep,presente,membranacea,0.5724285714
MR800,sp087,0,MR,800,ep,presente,membranacea,0.5724285714
PR800,sp087,28,PR,800,ep,presente,membranacea,0.5724285714
GR1000,sp087,2,GR,1000,ep,presente,membranacea,0.7152857143
MR1000,sp087,0,MR,1000,ep,presente,membranacea,0.7152857143
PR1000,sp087,44,PR,1000,ep,presente,membranacea,0.7152857143
GR1200,sp087,0,GR,1200,ep,presente,membranacea,0.8581428571
MR1200,sp087,3,MR,1200,ep,presente,membranacea,0.8581428571
PR1200,sp087,26,PR,1200,ep,presente,membranacea,0.8581428571
GR1400,sp087,0,GR,1400,ep,presente,membranacea,1.001
MR1400,sp087,0,MR,1400,ep,presente,membranacea,1.001
PR1400,sp087,0,PR,1400,ep,presente,membranacea,1.001
GR00,sp088,0,GR,0,ep,presente,membranacea,0.001
MR00,sp088,0,MR,0,ep,presente,membranacea,0.001
PR00,sp088,0,PR,0,ep,presente,membranacea,0.001
GR010,sp088,0,GR,10,ep,presente,membranacea,0.0081428571
MR010,sp088,0,MR,10,ep,presente,membranacea,0.0081428571
PR010,sp088,0,PR,10,ep,presente,membranacea,0.0081428571
GR50,sp088,0,GR,50,ep,presente,membranacea,0.0367142857
MR50,sp088,0,MR,50,ep,presente,membranacea,0.0367142857
PR50,sp088,0,PR,50,ep,presente,membranacea,0.0367142857
GR200,sp088,0,GR,200,ep,presente,membranacea,0.1438571429
MR200,sp088,0,MR,200,ep,presente,membranacea,0.1438571429
PR200,sp088,0,PR,200,ep,presente,membranacea,0.1438571429
GR400,sp088,0,GR,400,ep,presente,membranacea,0.2867142857
MR400,sp088,0,MR,400,ep,presente,membranacea,0.2867142857
PR400,sp088,0,PR,400,ep,presente,membranacea,0.2867142857
GR600,sp088,0,GR,600,ep,presente,membranacea,0.4295714286
MR600,sp088,0,MR,600,ep,presente,membranacea,0.4295714286
PR600,sp088,0,PR,600,ep,presente,membranacea,0.4295714286
GR800,sp088,0,GR,800,ep,presente,membranacea,0.5724285714
MR800,sp088,0,MR,800,ep,presente,membranacea,0.5724285714
PR800,sp088,0,PR,800,ep,presente,membranacea,0.5724285714
GR1000,sp088,0,GR,1000,ep,presente,membranacea,0.7152857143
MR1000,sp088,0,MR,1000,ep,presente,membranacea,0.7152857143
PR1000,sp088,0,PR,1000,ep,presente,membranacea,0.7152857143
GR1200,sp088,0,GR,1200,ep,presente,membranacea,0.8581428571
MR1200,sp088,0,MR,1200,ep,presente,membranacea,0.8581428571
PR1200,sp088,5,PR,1200,ep,presente,membranacea,0.8581428571
GR1400,sp088,162,GR,1400,ep,presente,membranacea,1.001
MR1400,sp088,0,MR,1400,ep,presente,membranacea,1.001
PR1400,sp088,0,PR,1400,ep,presente,membranacea,1.001
GR00,sp089,0,GR,0,ep,presente,membranacea,0.001
MR00,sp089,0,MR,0,ep,presente,membranacea,0.001
PR00,sp089,0,PR,0,ep,presente,membranacea,0.001
GR010,sp089,0,GR,10,ep,presente,membranacea,0.0081428571
MR010,sp089,0,MR,10,ep,presente,membranacea,0.0081428571
PR010,sp089,0,PR,10,ep,presente,membranacea,0.0081428571
GR50,sp089,0,GR,50,ep,presente,membranacea,0.0367142857
MR50,sp089,0,MR,50,ep,presente,membranacea,0.0367142857
PR50,sp089,0,PR,50,ep,presente,membranacea,0.0367142857
GR200,sp089,0,GR,200,ep,presente,membranacea,0.1438571429
MR200,sp089,0,MR,200,ep,presente,membranacea,0.1438571429
PR200,sp089,0,PR,200,ep,presente,membranacea,0.1438571429
GR400,sp089,0,GR,400,ep,presente,membranacea,0.2867142857
MR400,sp089,0,MR,400,ep,presente,membranacea,0.2867142857
PR400,sp089,0,PR,400,ep,presente,membranacea,0.2867142857
GR600,sp089,0,GR,600,ep,presente,membranacea,0.4295714286
MR600,sp089,0,MR,600,ep,presente,membranacea,0.4295714286
PR600,sp089,0,PR,600,ep,presente,membranacea,0.4295714286
GR800,sp089,0,GR,800,ep,presente,membranacea,0.5724285714
MR800,sp089,0,MR,800,ep,presente,membranacea,0.5724285714
PR800,sp089,0,PR,800,ep,presente,membranacea,0.5724285714
GR1000,sp089,0,GR,1000,ep,presente,membranacea,0.7152857143
MR1000,sp089,0,MR,1000,ep,presente,membranacea,0.7152857143
PR1000,sp089,0,PR,1000,ep,presente,membranacea,0.7152857143
GR1200,sp089,0,GR,1200,ep,presente,membranacea,0.8581428571
MR1200,sp089,0,MR,1200,ep,presente,membranacea,0.8581428571
PR1200,sp089,0,PR,1200,ep,presente,membranacea,0.8581428571
GR1400,sp089,0,GR,1400,ep,presente,membranacea,1.001
MR1400,sp089,1,MR,1400,ep,presente,membranacea,1.001
PR1400,sp089,0,PR,1400,ep,presente,membranacea,1.001
GR00,sp090,0,GR,0,ep,presente,membranacea,0.001
MR00,sp090,0,MR,0,ep,presente,membranacea,0.001
PR00,sp090,0,PR,0,ep,presente,membranacea,0.001
GR010,sp090,0,GR,10,ep,presente,membranacea,0.0081428571
MR010,sp090,0,MR,10,ep,presente,membranacea,0.0081428571
PR010,sp090,0,PR,10,ep,presente,membranacea,0.0081428571
GR50,sp090,0,GR,50,ep,presente,membranacea,0.0367142857
MR50,sp090,0,MR,50,ep,presente,membranacea,0.0367142857
PR50,sp090,0,PR,50,ep,presente,membranacea,0.0367142857
GR200,sp090,0,GR,200,ep,presente,membranacea,0.1438571429
MR200,sp090,0,MR,200,ep,presente,membranacea,0.1438571429
PR200,sp090,0,PR,200,ep,presente,membranacea,0.1438571429
GR400,sp090,0,GR,400,ep,presente,membranacea,0.2867142857
MR400,sp090,0,MR,400,ep,presente,membranacea,0.2867142857
PR400,sp090,0,PR,400,ep,presente,membranacea,0.2867142857
GR600,sp090,0,GR,600,ep,presente,membranacea,0.4295714286
MR600,sp090,0,MR,600,ep,presente,membranacea,0.4295714286
PR600,sp090,0,PR,600,ep,presente,membranacea,0.4295714286
GR800,sp090,0,GR,800,ep,presente,membranacea,0.5724285714
MR800,sp090,0,MR,800,ep,presente,membranacea,0.5724285714
PR800,sp090,0,PR,800,ep,presente,membranacea,0.5724285714
GR1000,sp090,1,GR,1000,ep,presente,membranacea,0.7152857143
MR1000,sp090,0,MR,1000,ep,presente,membranacea,0.7152857143
PR1000,sp090,3,PR,1000,ep,presente,membranacea,0.7152857143
GR1200,sp090,3,GR,1200,ep,presente,membranacea,0.8581428571
MR1200,sp090,0,MR,1200,ep,presente,membranacea,0.8581428571
PR1200,sp090,8,PR,1200,ep,presente,membranacea,0.8581428571
GR1400,sp090,0,GR,1400,ep,presente,membranacea,1.001
MR1400,sp090,0,MR,1400,ep,presente,membranacea,1.001
PR1400,sp090,0,PR,1400,ep,presente,membranacea,1.001
GR00,sp091,0,GR,0,ter,ausente,coriacea,0.001
MR00,sp091,0,MR,0,ter,ausente,coriacea,0.001
PR00,sp091,0,PR,0,ter,ausente,coriacea,0.001
GR010,sp091,0,GR,10,ter,ausente,coriacea,0.0081428571
MR010,sp091,0,MR,10,ter,ausente,coriacea,0.0081428571
PR010,sp091,0,PR,10,ter,ausente,coriacea,0.0081428571
GR50,sp091,0,GR,50,ter,ausente,coriacea,0.0367142857
MR50,sp091,0,MR,50,ter,ausente,coriacea,0.0367142857
PR50,sp091,0,PR,50,ter,ausente,coriacea,0.0367142857
GR200,sp091,0,GR,200,ter,ausente,coriacea,0.1438571429
MR200,sp091,0,MR,200,ter,ausente,coriacea,0.1438571429
PR200,sp091,0,PR,200,ter,ausente,coriacea,0.1438571429
GR400,sp091,0,GR,400,ter,ausente,coriacea,0.2867142857
MR400,sp091,0,MR,400,ter,ausente,coriacea,0.2867142857
PR400,sp091,0,PR,400,ter,ausente,coriacea,0.2867142857
GR600,sp091,0,GR,600,ter,ausente,coriacea,0.4295714286
MR600,sp091,0,MR,600,ter,ausente,coriacea,0.4295714286
PR600,sp091,0,PR,600,ter,ausente,coriacea,0.4295714286
GR800,sp091,0,GR,800,ter,ausente,coriacea,0.5724285714
MR800,sp091,0,MR,800,ter,ausente,coriacea,0.5724285714
PR800,sp091,0,PR,800,ter,ausente,coriacea,0.5724285714
GR1000,sp091,0,GR,1000,ter,ausente,coriacea,0.7152857143
MR1000,sp091,0,MR,1000,ter,ausente,coriacea,0.7152857143
PR1000,sp091,1,PR,1000,ter,ausente,coriacea,0.7152857143
GR1200,sp091,0,GR,1200,ter,ausente,coriacea,0.8581428571
MR1200,sp091,0,MR,1200,ter,ausente,coriacea,0.8581428571
PR1200,sp091,0,PR,1200,ter,ausente,coriacea,0.8581428571
GR1400,sp091,0,GR,1400,ter,ausente,coriacea,1.001
MR1400,sp091,0,MR,1400,ter,ausente,coriacea,1.001
PR1400,sp091,0,PR,1400,ter,ausente,coriacea,1.001
GR00,sp092,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp092,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp092,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp092,0,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp092,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp092,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp092,0,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp092,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp092,0,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp092,0,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp092,0,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp092,0,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp092,0,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp092,0,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp092,0,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp092,0,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp092,0,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp092,0,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp092,0,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp092,0,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp092,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp092,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp092,0,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp092,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp092,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp092,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp092,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp092,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp092,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp092,22,PR,1400,ter,ausente,membranacea,1.001
GR00,sp093,0,GR,0,ter,ausente,membranacea,0.001
MR00,sp093,0,MR,0,ter,ausente,membranacea,0.001
PR00,sp093,0,PR,0,ter,ausente,membranacea,0.001
GR010,sp093,28,GR,10,ter,ausente,membranacea,0.0081428571
MR010,sp093,0,MR,10,ter,ausente,membranacea,0.0081428571
PR010,sp093,0,PR,10,ter,ausente,membranacea,0.0081428571
GR50,sp093,0,GR,50,ter,ausente,membranacea,0.0367142857
MR50,sp093,0,MR,50,ter,ausente,membranacea,0.0367142857
PR50,sp093,0,PR,50,ter,ausente,membranacea,0.0367142857
GR200,sp093,0,GR,200,ter,ausente,membranacea,0.1438571429
MR200,sp093,0,MR,200,ter,ausente,membranacea,0.1438571429
PR200,sp093,0,PR,200,ter,ausente,membranacea,0.1438571429
GR400,sp093,0,GR,400,ter,ausente,membranacea,0.2867142857
MR400,sp093,0,MR,400,ter,ausente,membranacea,0.2867142857
PR400,sp093,0,PR,400,ter,ausente,membranacea,0.2867142857
GR600,sp093,0,GR,600,ter,ausente,membranacea,0.4295714286
MR600,sp093,0,MR,600,ter,ausente,membranacea,0.4295714286
PR600,sp093,0,PR,600,ter,ausente,membranacea,0.4295714286
GR800,sp093,0,GR,800,ter,ausente,membranacea,0.5724285714
MR800,sp093,0,MR,800,ter,ausente,membranacea,0.5724285714
PR800,sp093,0,PR,800,ter,ausente,membranacea,0.5724285714
GR1000,sp093,0,GR,1000,ter,ausente,membranacea,0.7152857143
MR1000,sp093,0,MR,1000,ter,ausente,membranacea,0.7152857143
PR1000,sp093,0,PR,1000,ter,ausente,membranacea,0.7152857143
GR1200,sp093,0,GR,1200,ter,ausente,membranacea,0.8581428571
MR1200,sp093,0,MR,1200,ter,ausente,membranacea,0.8581428571
PR1200,sp093,0,PR,1200,ter,ausente,membranacea,0.8581428571
GR1400,sp093,0,GR,1400,ter,ausente,membranacea,1.001
MR1400,sp093,0,MR,1400,ter,ausente,membranacea,1.001
PR1400,sp093,0,PR,1400,ter,ausente,membranacea,1.001
GR00,sp094,0,GR,0,ep,ausente,membranacea,0.001
MR00,sp094,0,MR,0,ep,ausente,membranacea,0.001
PR00,sp094,0,PR,0,ep,ausente,membranacea,0.001
GR010,sp094,0,GR,10,ep,ausente,membranacea,0.0081428571
MR010,sp094,0,MR,10,ep,ausente,membranacea,0.0081428571
PR010,sp094,0,PR,10,ep,ausente,membranacea,0.0081428571
GR50,sp094,0,GR,50,ep,ausente,membranacea,0.0367142857
MR50,sp094,0,MR,50,ep,ausente,membranacea,0.0367142857
PR50,sp094,0,PR,50,ep,ausente,membranacea,0.0367142857
GR200,sp094,0,GR,200,ep,ausente,membranacea,0.1438571429
MR200,sp094,0,MR,200,ep,ausente,membranacea,0.1438571429
PR200,sp094,0,PR,200,ep,ausente,membranacea,0.1438571429
GR400,sp094,0,GR,400,ep,ausente,membranacea,0.2867142857
MR400,sp094,0,MR,400,ep,ausente,membranacea,0.2867142857
PR400,sp094,12,PR,400,ep,ausente,membranacea,0.2867142857
GR600,sp094,0,GR,600,ep,ausente,membranacea,0.4295714286
MR600,sp094,0,MR,600,ep,ausente,membranacea,0.4295714286
PR600,sp094,0,PR,600,ep,ausente,membranacea,0.4295714286
GR800,sp094,0,GR,800,ep,ausente,membranacea,0.5724285714
MR800,sp094,0,MR,800,ep,ausente,membranacea,0.5724285714
PR800,sp094,0,PR,800,ep,ausente,membranacea,0.5724285714
GR1000,sp094,0,GR,1000,ep,ausente,membranacea,0.7152857143
MR1000,sp094,0,MR,1000,ep,ausente,membranacea,0.7152857143
